trial,complexity,formation,numBusts,activeSlots,numCards,estCombos,capped,totalNodes,bestScore,maxRating,rcMode,rcUsed,ubRating,rcVsUb,ms,finalFoundAt,numImprovements,preset
8,scaled,4-3-2-1,3,8,11,4608,False,499,131,91,auto,91,91,exact,0.7000000001862645,270,2,5
9,scaled,3-5-2,3,8,13,1728,False,932,133,92,auto,92,92,exact,1.7999999998137355,49,4,5
10,scaled,4-4-1-1 (2),3,8,14,37632,False,9791,131,92,auto,92,92,exact,12.400000000139698,4949,4,5
11,scaled,4-4-1-1 (2),3,8,12,32400,False,2519,132,91,auto,91,91,exact,3.3999999999068677,9,1,5
12,scaled,3-4-2-1,0,11,14,129600,False,4328,141,90,auto,90,90,exact,4.100000000093132,59,2,5
13,scaled,4-1-4-1,0,11,15,248832,False,2461,146,90,auto,90,90,exact,2.800000000046566,215,4,5
14,scaled,4-3-3 (2),1,10,17,221184,False,35459,143,92,auto,92,92,exact,40.199999999953434,2800,2,5
15,scaled,4-3-2-1,1,10,13,20250,False,2595,138,92,auto,92,92,exact,2.7000000001862645,1605,3,5
16,scaled,4-5-1 (2),2,9,15,48600,False,10833,136,90,auto,90,90,exact,12.799999999813735,104,3,5
17,scaled,4-2-4,0,11,17,64800,False,1843,145,89,auto,89,89,exact,2.1000000000931323,1155,3,5
18,scaled,4-3-3 (4),3,8,8,432,False,41,127,88,auto,88,88,exact,0.10000000009313226,9,1,5
19,scaled,4-3-2-1,2,9,14,8192,False,1540,138,93,auto,93,93,exact,1.5999999998603016,779,2,5
20,scaled,4-2-2-2,1,10,13,55296,False,5016,138,89,auto,89,89,exact,4.699999999953434,288,2,5
21,scaled,4-1-3-2,2,9,16,27000,False,4494,136,91,auto,91,91,exact,6.399999999906868,28,3,5
22,scaled,4-2-4,0,11,15,13824,False,1746,145,92,auto,92,92,exact,2.300000000046566,72,4,5
23,scaled,4-4-1-1 (2),2,9,14,31104,False,4248,135,90,auto,90,90,exact,6.199999999953434,36,2,5
24,scaled,4-2-4,3,8,11,576,False,273,131,93,auto,93,93,exact,0.4000000001396984,10,2,5
25,scaled,4-3-3 (3),0,11,18,144000,False,11397,147,94,auto,94,94,exact,14.700000000186265,98,2,5
26,scaled,3-1-4-2,1,10,15,216000,False,17095,140,89,auto,89,89,exact,28.699999999953434,8996,4,5
27,scaled,5-4-1,3,8,14,9000,False,2920,133,94,auto,94,94,exact,6.199999999953434,566,2,5
28,scaled,5-4-1,1,10,15,73728,False,5937,140,90,auto,90,90,exact,6.800000000046566,328,2,5
29,scaled,4-3-1-2,2,9,11,1152,False,304,134,93,auto,93,93,exact,0.30000000004656613,11,2,5
30,scaled,4-1-2-1-2,3,8,11,256,False,77,130,90,auto,90,90,exact,0.19999999995343387,10,2,5
31,scaled,4-2-4,0,11,15,110592,False,6882,141,90,auto,90,90,exact,8.199999999953434,12,1,5
32,scaled,5-4-1,2,9,14,5184,False,1219,135,91,auto,91,91,exact,2.3999999999068677,10,1,5
33,scaled,4-3-3 (4),3,8,10,192,False,49,128,90,auto,90,90,exact,0.09999999986030161,16,2,5
34,scaled,3-1-4-2,2,9,13,38400,False,5376,134,92,auto,92,92,exact,7.100000000093132,28,2,5
35,scaled,4-4-1-1 (2),1,10,12,576,False,84,139,92,auto,92,92,exact,0.10000000009313226,49,3,5
36,scaled,4-1-2-1-2 (2),1,10,15,180000,False,14748,142,93,auto,93,93,exact,20,6695,3,5
37,scaled,4-4-2 (2),2,9,12,2592,False,357,137,93,auto,93,93,exact,0.39999999990686774,14,2,5
38,scaled,4-3-3 (3),2,9,14,4608,False,1154,136,93,auto,93,93,exact,1.5,488,2,5
39,scaled,4-2-3-1 (2),1,10,14,18432,False,2509,138,92,auto,92,92,exact,3.199999999953434,786,4,5
40,scaled,3-5-2,2,9,12,6272,False,593,136,93,auto,93,93,exact,1.1000000000931323,28,3,5
41,scaled,4-3-3 (3),3,8,11,1296,False,216,126,89,auto,89,89,exact,0.4000000001396984,9,1,5
42,scaled,5-4-1,2,9,14,4608,False,635,140,95,auto,95,95,exact,0.7000000001862645,55,3,5
43,scaled,4-3-3 (3),3,8,10,144,False,53,131,90,auto,90,90,exact,0,23,2,5
44,scaled,4-3-3 (3),0,11,16,48000,False,1404,144,92,auto,92,92,exact,2.3999999999068677,735,3,5
45,scaled,4-4-2 (2),3,8,13,27648,False,3620,134,94,auto,94,94,exact,6.300000000046566,842,3,5
46,scaled,5-4-1,2,9,12,13500,False,1908,132,92,auto,92,92,exact,1.8000000000465661,10,1,5
47,scaled,5-4-1,2,9,16,14112,False,2690,137,92,auto,92,92,exact,5.100000000093132,433,3,5
48,scaled,4-2-2-2,2,9,12,2592,False,330,138,93,auto,93,93,exact,0.5999999998603016,11,2,5
49,scaled,4-4-1-1 (2),2,9,14,384,False,178,133,91,auto,91,91,exact,0.20000000018626451,10,1,5
0,scaled,4-1-3-2,2,9,19,41472,False,13218,139,93,auto-jitter,92,93,below,20.199999999953434,3087,3,6
1,scaled,4-2-3-1,2,9,19,20736,False,6703,139,93,auto-jitter,92,93,below,10.299999999813735,278,4,6
2,scaled,4-3-3 (2),1,10,22,576000,False,166289,143,93,auto-jitter,93,93,exact,307.60000000009313,23161,3,6
3,scaled,4-1-2-1-2 (2),2,9,21,559872,False,156692,137,94,auto-jitter,92,94,below,236.89999999990687,4039,4,6
4,scaled,4-3-3 (3),2,9,17,56448,False,15413,140,93,auto-jitter,93,93,exact,29.399999999906868,143,3,6
5,scaled,4-1-4-1,1,10,19,373248,False,37605,141,92,auto-jitter,92,92,exact,62.700000000186265,1472,3,6
6,scaled,4-4-2,1,10,18,320000,False,48510,142,91,auto-jitter,92,91,above,80,27032,3,6
7,scaled,4-3-3 (4),2,9,26,604800,False,349708,138,95,auto-jitter,98,95,above,562.5,26,3,6
8,scaled,4-2-4,2,9,21,144000,False,54919,136,92,auto-jitter,92,92,exact,71.10000000009313,11,2,6
9,scaled,4-2-2-2,2,9,14,122880,False,13425,133,91,auto-jitter,94,91,above,14.699999999953434,618,3,6
10,scaled,4-3-3,2,9,16,51840,False,4542,137,93,auto-jitter,91,93,below,5.2999999998137355,1087,4,6
11,scaled,4-1-2-1-2,2,9,21,184320,False,80775,137,93,auto-jitter,96,93,above,113.69999999995343,3367,3,6
12,scaled,5-4-1,0,11,21,349920,False,31792,145,93,auto-jitter,93,93,exact,41.5,7592,5,6
13,scaled,4-2-4,1,10,19,700000,False,88417,143,93,auto-jitter,96,93,above,233.80000000004657,349,2,6
14,scaled,4-2-3-1,2,9,16,10368,False,2574,140,95,auto-jitter,97,95,above,5.199999999953434,1203,4,6
15,scaled,3-1-4-2,1,10,15,81000,False,2728,135,89,auto-jitter,89,89,exact,3.300000000046566,11,1,6
16,scaled,4-3-2-1,2,9,20,559872,False,159617,139,95,auto-jitter,96,95,above,348.9000000001397,28484,3,6
17,scaled,4-1-2-1-2 (2),2,9,22,172800,False,68003,136,93,auto-jitter,94,93,above,99.80000000004657,11203,4,6
18,scaled,4-2-3-1 (2),1,10,21,259200,False,52727,145,93,auto-jitter,94,93,above,78.60000000009313,1045,4,6
19,scaled,4-3-1-2,2,9,23,368640,False,158719,140,94,auto-jitter,92,94,below,233.30000000004657,79377,3,6
20,scaled,4-4-2,2,9,21,127008,False,35201,133,92,auto-jitter,91,92,below,51.0999999998603,11,2,6
21,scaled,5-3-2,2,9,19,746496,False,101590,137,94,auto-jitter,95,94,above,197,812,2,6
22,scaled,3-5-2,2,9,22,752640,False,265172,139,92,auto-jitter,91,92,below,441.60000000009313,7170,6,6
23,scaled,4-3-3,2,9,22,784000,False,308457,135,90,auto-jitter,89,90,below,422.69999999995343,69527,5,6
24,scaled,4-5-1,2,9,22,524880,False,156816,140,95,auto-jitter,98,95,above,254,20427,5,6
25,scaled,4-3-3 (4),2,9,23,735000,False,328116,140,94,auto-jitter,96,94,above,448.4000000001397,22876,4,6
26,scaled,4-2-3-1,2,9,20,233280,False,42673,139,93,auto-jitter,93,93,exact,74.10000000009313,126,2,6
27,scaled,4-1-3-2,2,9,21,176400,False,71974,135,92,auto-jitter,90,92,below,99.39999999990687,616,3,6
28,scaled,3-4-1-2,2,9,18,60480,False,13302,139,94,auto-jitter,93,94,below,28.100000000093132,33,4,6
29,scaled,4-3-3 (4),2,9,21,288000,False,98215,138,92,auto-jitter,93,92,above,210.89999999990687,5442,3,6
30,scaled,4-4-2,2,9,26,622080,False,302164,139,94,auto-jitter,96,94,above,490.89999999990687,41518,3,6
31,scaled,4-1-2-1-2 (2),2,9,17,34560,False,12966,139,93,auto-jitter,92,93,below,23.899999999906868,2774,5,6
32,scaled,4-2-2-2,2,9,20,677376,False,192147,135,92,auto-jitter,94,92,above,331.69999999995343,142,2,6
33,scaled,3-1-4-2,2,9,18,105840,False,22181,137,93,auto-jitter,96,93,above,35.300000000046566,10,1,6
34,scaled,4-2-3-1,2,9,18,64512,False,14312,138,94,auto-jitter,92,94,below,28.199999999953434,7651,4,6
35,scaled,5-4-1,2,9,20,405000,False,118095,139,94,auto-jitter,93,94,below,181.69999999995343,82,3,6
36,scaled,4-3-3 (4),2,9,23,737280,False,164118,142,96,auto-jitter,98,96,above,373,6919,3,6
37,scaled,3-4-3,2,9,17,41472,False,10588,139,93,auto-jitter,92,93,below,18.5,42,3,6
38,scaled,4-1-2-1-2,2,9,18,34560,False,6473,136,93,auto-jitter,91,93,below,9.699999999953434,3279,3,6
39,scaled,4-1-2-1-2,2,9,23,756000,False,315109,138,94,auto-jitter,96,94,above,577.6999999999534,28895,3,6
40,scaled,4-4-2 (2),2,9,19,176400,False,69830,137,94,auto-jitter,96,94,above,86.69999999995343,24408,5,6
41,scaled,4-2-3-1,1,10,13,663552,False,8785,137,91,auto-jitter,91,91,exact,10.199999999953434,903,2,6
42,scaled,5-2-1-2,2,9,17,98000,False,37927,137,93,auto-jitter,92,93,below,50.800000000046566,61,3,6
43,scaled,4-3-3 (4),2,9,21,653184,False,244560,138,92,auto-jitter,92,92,exact,499.80000000004657,168311,5,6
44,scaled,4-5-1,1,10,19,442368,False,69445,144,93,auto-jitter,92,93,below,111.10000000009313,45,2,6
45,scaled,5-4-1,2,9,17,23040,False,5590,137,92,auto-jitter,91,92,below,8.900000000139698,10,1,6
46,scaled,4-3-3 (3),2,9,21,381024,False,120589,138,91,auto-jitter,90,91,below,187.89999999990687,1421,4,6
47,scaled,4-3-3 (3),2,9,17,54880,False,8938,135,93,auto-jitter,92,93,below,22.9000000001397,10,1,6
48,scaled,4-3-3 (2),2,9,17,13824,False,4865,134,91,auto-jitter,89,91,below,6.600000000093132,3007,3,6
49,scaled,5-4-1,1,10,21,388800,False,96025,144,94,auto-jitter,97,94,above,130.5,37286,4,6
0,scaled,4-3-2-1,3,8,19,460800,False,169499,132,92,manual,99,92,above,445.9000000001397,108650,4,7
1,scaled,5-4-1,3,8,20,559872,False,205861,134,94,manual,99,94,above,446.80000000004657,102949,3,7
2,scaled,4-2-4,2,9,24,518400,False,287991,142,95,manual,99,95,above,487.5,5204,4,7
3,scaled,4-1-2-1-2 (2),4,7,17,36000,False,16234,128,95,manual,99,95,above,30,9,2,7
4,scaled,4-2-2-2,4,7,16,28800,False,13863,130,95,manual,99,95,above,27.5,2806,2,7
5,scaled,4-1-3-2,4,7,20,22500,False,17473,131,95,manual,99,95,above,33.4000000001397,9,2,7
6,scaled,4-5-1,4,7,17,8000,False,5231,128,92,manual,99,92,above,9.199999999953434,114,2,7
7,scaled,4-3-3 (3),3,8,20,51840,False,31941,134,93,manual,99,93,above,63.60000000009313,966,2,7
8,scaled,4-4-2,3,8,21,221184,False,84185,134,94,manual,99,94,above,171.60000000009313,25848,5,7
9,scaled,4-3-3 (4),3,8,21,117600,False,65715,131,93,manual,99,93,above,94.5999999998603,47,3,7
10,scaled,4-3-1-2,4,7,16,87480,False,33427,129,94,manual,99,94,above,64.5,36,3,7
11,scaled,4-3-3 (4),4,7,18,68600,False,32217,128,94,manual,99,94,above,65.0999999998603,40,3,7
12,scaled,4-3-2-1,3,8,21,529200,False,232982,136,95,manual,99,95,above,495.4000000001397,37489,4,7
13,scaled,4-4-2 (2),4,7,19,7680,False,5795,128,94,manual,99,94,above,11.600000000093132,4741,2,7
14,scaled,4-4-1-1 (2),3,8,18,279936,False,113269,134,93,manual,99,93,above,132.79999999981374,86843,5,7
15,scaled,4-3-3 (2),4,7,17,11664,False,8451,127,92,manual,99,92,above,12.899999999906868,4403,4,7
16,scaled,4-3-3,4,7,20,20736,False,15957,129,94,manual,99,94,above,30.5,2779,6,7
17,scaled,4-4-2,3,8,19,129600,False,60931,133,94,manual,99,94,above,128,20431,4,7
18,scaled,4-3-2-1,4,7,18,14400,False,10282,131,95,manual,99,95,above,17.799999999813735,11,3,7
19,scaled,4-5-1,4,7,18,76800,False,36913,130,96,manual,99,96,above,75.80000000004657,82,3,7
20,scaled,4-4-1-1 (2),3,8,22,466560,False,200638,136,94,manual,99,94,above,299,9,1,7
21,scaled,5-4-1,4,7,19,65610,False,40461,127,93,manual,99,93,above,65.79999999981374,9,2,7
22,scaled,5-3-2,3,8,19,294912,False,119545,133,95,manual,99,95,above,207.5,14164,5,7
23,scaled,4-2-4,3,8,20,324135,False,128392,133,93,manual,99,93,above,236.5,1830,3,7
24,scaled,5-3-2,3,8,19,144000,False,57459,133,94,manual,99,94,above,89.19999999995343,2373,3,7
25,scaled,4-4-2,3,8,21,423360,False,185197,135,93,manual,99,93,above,345.89999999990687,94287,4,7
26,scaled,3-4-3,3,8,22,472500,False,235120,135,95,manual,99,95,above,523.1999999999534,101579,5,7
27,scaled,4-3-3 (2),3,8,20,17280,False,10881,129,90,manual,99,90,above,21.200000000186265,7857,3,7
28,scaled,4-3-3 (3),2,9,23,220500,False,115219,139,96,manual,99,96,above,180.70000000018626,37642,4,7
29,scaled,4-1-4-1,2,9,19,405000,False,114097,137,92,manual,99,92,above,157.80000000004657,15938,3,7
30,scaled,4-3-2-1,3,8,21,403200,False,190783,136,95,manual,99,95,above,400.5,46,2,7
31,scaled,4-3-2-1,4,7,19,18816,False,13641,127,94,manual,99,94,above,28.899999999906868,982,3,7
32,scaled,3-4-2-1,4,7,18,24000,False,17839,129,95,manual,99,95,above,38.300000000046566,4469,4,7
33,scaled,4-1-2-1-2,4,7,20,12960,False,10117,128,95,manual,99,95,above,16,3629,3,7
34,scaled,4-1-3-2,2,9,22,288000,False,119365,139,95,manual,99,95,above,220.39999999990687,1514,4,7
35,scaled,3-4-2-1,4,7,17,85050,False,36073,129,93,manual,99,93,above,84.10000000009313,2526,4,7
36,scaled,3-4-2-1,3,8,19,414720,False,116059,131,92,manual,99,92,above,204.0999999998603,106,2,7
37,scaled,4-1-2-1-2 (2),3,8,21,589824,False,301941,133,92,manual,99,92,above,628.3999999999069,157688,4,7
38,scaled,3-4-3,4,7,17,5760,False,4185,131,95,manual,99,95,above,5.2000000001862645,2382,4,7
39,scaled,4-1-2-1-2 (2),4,7,16,7200,False,4013,129,94,manual,99,94,above,7.899999999906868,1025,6,7
40,scaled,4-2-3-1,3,8,20,117600,False,61683,133,94,manual,99,94,above,93.39999999990687,31064,5,7
41,scaled,4-1-2-1-2,2,9,21,311040,False,111787,138,94,manual,99,94,above,160.19999999995343,28216,3,7
42,scaled,4-2-3-1 (2),3,8,20,198450,False,88069,134,94,manual,99,94,above,168.10000000009313,10127,5,7
43,scaled,4-2-2-2,2,9,22,460800,False,168210,138,93,manual,99,93,above,248.29999999981374,4310,4,7
44,scaled,3-4-1-2,4,7,19,19440,False,14026,130,95,manual,99,95,above,27.5,1566,3,7
45,scaled,3-5-2,4,7,18,36864,False,21969,129,94,manual,99,94,above,48.800000000046566,8,1,7
46,scaled,4-5-1 (2),3,8,19,437400,False,148233,131,92,manual,99,92,above,281.10000000009313,4555,2,7
47,scaled,4-2-2-2,4,7,16,21600,False,11533,128,94,manual,99,94,above,18.5,5800,2,7
48,scaled,4-3-3 (4),4,7,18,33600,False,16707,129,95,manual,99,95,above,37.5999999998603,49,2,7
49,scaled,4-2-3-1 (2),2,9,21,583200,False,202672,136,91,manual,99,91,above,440.79999999981374,51591,3,7
0,scaled,4-2-4,2,9,14,6561,False,2084,134,91,auto,91,91,exact,5.800000000046566,11,2,8
1,scaled,4-1-2-1-2,2,9,15,58320,False,6622,133,90,auto,90,90,exact,9.699999999953434,3826,3,8
2,scaled,3-1-4-2,2,9,13,15552,False,3521,132,90,auto,90,90,exact,5.199999999953434,10,1,8
3,scaled,4-2-3-1,1,10,15,57600,False,6007,143,93,auto,93,93,exact,9.400000000139698,1588,3,8
4,scaled,4-3-3 (4),1,10,15,103680,False,13884,141,93,auto,93,93,exact,27.699999999953434,279,3,8
5,scaled,4-3-3,2,9,16,18432,False,7279,135,91,auto,91,91,exact,14.400000000139698,134,4,8
6,scaled,5-2-1-2,0,11,13,96000,False,1655,145,91,auto,91,91,exact,2,768,5,8
7,scaled,4-2-2-2,1,10,14,72900,False,4721,140,91,auto,91,91,exact,5.900000000139698,124,3,8
8,scaled,4-1-2-1-2,2,9,13,7776,False,882,134,92,auto,92,92,exact,1.8999999999068677,274,3,8
9,scaled,4-2-3-1 (2),2,9,15,12800,False,3756,137,93,auto,93,93,exact,9,555,4,8
10,scaled,4-1-4-1,1,10,14,29160,False,4600,139,91,auto,91,91,exact,5.199999999953434,54,2,8
11,scaled,4-1-2-1-2,2,9,14,21600,False,2874,138,92,auto,92,92,exact,5.600000000093132,1463,3,8
12,scaled,4-4-2,0,11,15,116640,False,3952,146,93,auto,94,94,exact,8.599999999860302,1265,4,8
13,scaled,3-4-2-1,2,9,12,25088,False,1070,134,89,auto,89,89,exact,1.3999999999068677,10,1,8
14,scaled,4-1-2-1-2,2,9,13,41472,False,2299,138,93,auto,93,93,exact,2.800000000046566,499,2,8
15,scaled,3-1-4-2,2,9,11,576,False,111,136,94,auto,94,94,exact,0.10000000009313226,11,2,8
16,scaled,3-4-3,0,11,14,116640,False,1705,145,90,auto,90,90,exact,1.6999999999534339,97,4,8
17,scaled,4-4-2 (2),2,9,15,10368,False,3163,135,91,auto,91,91,exact,5.099999999860302,10,1,8
18,scaled,4-1-2-1-2 (2),1,10,14,72000,False,4680,142,92,auto,92,92,exact,6.699999999953434,29,2,8
19,scaled,5-4-1,1,10,15,77760,False,5500,140,89,auto,89,89,exact,7.600000000093132,20,3,8
20,scaled,4-3-3 (4),2,9,15,31360,False,3112,137,92,auto,92,92,exact,4,243,3,8
21,scaled,3-5-2,2,9,15,30375,False,8085,134,91,auto,91,91,exact,9.600000000093132,185,3,8
22,scaled,3-1-4-2,2,9,15,112896,False,17345,136,90,auto,90,90,exact,25.299999999813735,731,3,8
23,scaled,4-3-3,1,10,15,31104,False,3700,140,92,auto,92,92,exact,4.5,476,2,8
24,scaled,3-5-2,1,10,15,43200,False,3584,142,93,auto,93,93,exact,3.9000000001396984,772,3,8
25,scaled,4-4-2 (2),1,10,14,7776,False,752,136,91,auto,91,91,exact,0.9000000001396984,28,2,8
26,scaled,4-4-1-1 (2),1,10,14,3072,False,559,138,88,auto,88,88,exact,1.1999999999534339,512,5,8
27,scaled,4-3-3,2,9,13,2304,False,427,137,90,auto,90,90,exact,0.7999999998137355,89,2,8
28,scaled,3-1-4-2,2,9,13,122500,False,14819,136,92,auto,92,92,exact,26.699999999953434,782,2,8
29,scaled,4-3-3 (4),1,10,12,6912,False,155,137,87,auto,87,87,exact,0.2999999998137355,16,2,8
30,scaled,4-3-1-2,1,10,14,43200,False,1601,139,91,auto,91,91,exact,2.0999999998603016,169,3,8
31,scaled,4-2-4,0,11,15,92160,False,3665,140,92,auto,92,92,exact,3.199999999953434,13,2,8
32,scaled,4-1-2-1-2,0,11,13,7056,False,235,146,94,auto,94,94,exact,0.2999999998137355,12,1,8
33,scaled,4-3-3 (4),2,9,14,64800,False,10557,139,93,auto,93,93,exact,11.799999999813735,260,2,8
34,scaled,4-4-2 (2),0,11,15,10368,False,990,147,94,auto,94,94,exact,1.1000000000931323,69,2,8
35,scaled,4-2-3-1 (2),2,9,12,324,False,96,133,91,auto,91,91,exact,0.19999999995343387,10,1,8
36,scaled,4-2-3-1,1,10,15,110592,False,6921,142,93,auto,93,93,exact,8.900000000139698,180,4,8
37,scaled,4-4-2,2,9,12,1152,False,200,135,91,auto,91,91,exact,0.4000000001396984,17,2,8
38,scaled,3-4-1-2,1,10,15,162000,False,9713,143,92,auto,92,92,exact,13.800000000046566,5084,4,8
39,scaled,4-1-2-1-2,0,11,16,124416,False,5580,144,90,auto,91,91,exact,9.800000000046566,16,3,8
40,scaled,4-1-3-2,2,9,14,7776,False,2011,133,90,auto,90,90,exact,2.5,11,2,8
41,scaled,4-2-2-2,2,9,13,12288,False,845,140,95,auto,95,95,exact,0.9000000001396984,13,2,8
42,scaled,4-4-2 (2),2,9,11,3600,False,198,133,89,auto,89,89,exact,0.19999999995343387,10,1,8
43,scaled,3-4-3,2,9,14,10368,False,1683,135,92,auto,92,92,exact,3.199999999953434,10,1,8
44,scaled,3-4-3,1,10,15,165888,False,14703,139,91,auto,91,91,exact,21.300000000046566,30,3,8
45,scaled,4-1-2-1-2,1,10,14,69120,False,6690,141,93,auto,93,93,exact,8.600000000093132,12,2,8
46,scaled,4-1-3-2,1,10,14,8100,False,605,139,93,auto,93,93,exact,0.6000000000931323,12,2,8
47,scaled,4-4-1-1 (2),2,9,11,1458,False,293,133,90,auto,90,90,exact,0.30000000004656613,17,2,8
48,scaled,4-4-2,1,10,13,9000,False,819,141,92,auto,92,92,exact,0.8999999999068677,12,2,8
49,scaled,3-4-1-2,2,9,15,16200,False,3900,134,91,auto,91,91,exact,5.599999999860302,15,2,8
0,scaled,4-3-2-1,3,8,16,24000,False,7655,132,91,auto,91,91,exact,10.699999999953434,11,2,9
1,scaled,4-1-3-2,3,8,13,864,False,252,130,92,auto,92,92,exact,0.30000000004656613,14,3,9
2,scaled,4-1-2-1-2,2,9,20,129600,False,38121,136,91,auto,91,91,exact,50.89999999990687,15,2,9
3,scaled,4-3-3 (4),2,9,18,90000,False,17708,135,93,auto,93,93,exact,26.800000000046566,4026,3,9
4,scaled,4-4-2,1,10,18,259200,False,55514,144,94,auto,94,94,exact,76.30000000004657,47,2,9
5,scaled,5-4-1,2,9,16,12288,False,1721,135,91,auto,91,91,exact,2.699999999953434,11,2,9
6,scaled,4-3-3 (4),3,8,15,5880,False,2435,134,93,auto,93,93,exact,3.1000000000931323,47,3,9
7,scaled,4-3-3,3,8,16,63000,False,14467,133,93,auto,93,93,exact,17.899999999906868,52,3,9
8,scaled,4-2-2-2,3,8,14,1728,False,647,132,94,auto,94,94,exact,1.2000000001862645,10,2,9
9,scaled,4-3-3 (4),1,10,17,41472,False,6023,141,93,auto,93,93,exact,9,13,2,9
10,scaled,4-1-3-2,3,8,13,8100,False,1968,131,93,auto,93,93,exact,2.1000000000931323,9,1,9
11,scaled,4-3-1-2,1,10,14,138240,False,7083,141,88,auto,88,88,exact,10.300000000046566,39,2,9
